Raman Shift,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol
1074.5,9033.76,3488.64,3440.8,3414.9,3964,4057.2,3903,2986.2,3492.3,3336.06,4901.7,4245.6,4920.8,4856.2,4763.8,3991.3,3916.8,4500.3,4747.3,3007.38,4985.4,5067.1,4249,4948.7,4212.4,4464.7,3736.2,3554.9,2988.1,5796.66,3141.2,3765,4164.6,4141.5,3406.7,4099.9,3182.3,3615.5,3829.4,3552.58,3362,3405.1,4208.3,3832.6,3795,4096.7,4945.1,4703.9,4293.3,3146.36
1076.48,9015.78,3534.78,3484.52,3450.12,4020.8,4056.8,3957.1,3025.9,3578.5,3364.56,4942.1,4271.9,4963.1,4933.5,4790.5,4046.3,3918.9,4569.3,4734,3055.3,4953.7,5105.2,4294.9,5066.7,4281.2,4519.2,3804.5,3565.9,3034.4,5817,3143.2,3762.2,4230,4115.6,3468.6,4114.9,3190.6,3681.1,3855.2,3609.28,3481.6,3449,4247.6,3853.6,3845.4,4113.1,4960,4718,4298.9,3180.64
1078.46,9093.98,3574.42,3543.44,3510.38,4062.2,4153,3955.9,3023.4,3598.4,3404.7,4976.9,4290.3,5027.6,4967.6,4858.6,4106.6,3962.5,4643.4,4793.8,3081.9,5047.5,5257.9,4335.4,5120.8,4333.9,4597.7,3849.4,3546,3094.1,5840.32,3209,3792.9,4312.1,4158.2,3459.1,4193.1,3270.2,3696.5,3889.9,3654.72,3525.2,3516.7,4270.4,3895.6,3913.9,4193.1,5052.9,4812.4,4394,3236.02
1080.45,9019.66,3569.36,3545.7,3483.8,4085.1,4115.9,3968.5,3018.8,3588.8,3415.42,4977.3,4339.2,5037,4976.3,4858.1,4098.9,3964.8,4584.2,4784.6,3090.74,5011.2,5226.4,4331.3,5093.5,4288.3,4524.8,3856.1,3561.9,3046.3,5804.22,3217.3,3783.2,4229.6,4128.1,3504.1,4165,3242.6,3734.7,3870.3,3629.96,3508.4,3515.2,4257.6,3915.6,3923.1,4149.7,5033.3,4775.6,4327.9,3228.5
1082.43,9105.94,3524.3,3533.22,3483.84,4058.1,4084.5,3979.6,3023.9,3606.5,3403,5027.3,4315.3,5040.3,5006.9,4861.3,4082.8,3921.6,4599.6,4793.1,3067.06,5051,5211.5,4323.6,5080.4,4311.4,4505.4,3801.6,3511.5,3049,5843.14,3185.2,3801.1,4195.8,4131.7,3470.8,4163.4,3223.1,3682.5,3886.2,3604.86,3518.8,3497.5,4236,3890.3,3858.2,4137.3,5034.5,4741.9,4378.4,3204.8
1084.41,9052.04,3584.36,3547.84,3518.38,4091.3,4113,3991.4,3040.5,3625,3413.96,5012.4,4365.8,5059.5,5010.6,4888.4,4142.2,3972.1,4598.4,4830.9,3101.6,5054.4,5222.1,4389.2,5085.8,4309.6,4612.8,3824,3559,3074.5,5853.28,3220.5,3793,4200.7,4137.5,3462.3,4205.1,3266.1,3700.5,3905.9,3651.48,3542.7,3508.3,4291.1,3949.8,3927,4168.8,5062.3,4832.8,4347.5,3240.76
1086.39,9161.5,3703.58,3644.8,3601.32,4228.6,4266,4144.1,3179.7,3738.4,3531.3,5089.8,4443.2,5159.5,5126.3,4974.3,4221.5,4046.5,4694.9,4915.1,3225.34,5120.7,5319.7,4509.4,5223,4457.4,4684.7,3963.9,3661.5,3181.7,5957.8,3315.2,3927.1,4355.4,4289.3,3571,4257.8,3334.1,3834.4,4009,3759.26,3684.1,3609.2,4410.1,4018.8,4035.3,4309.2,5168.7,4881.7,4457.2,3354.16
1088.37,9134.36,3643.6,3561.92,3537.14,4180.2,4169.1,4024.6,3096.2,3652,3478.98,5102.5,4392.7,5120.5,5052.2,4948.5,4165.6,4041.8,4617.1,4921.3,3154.66,5145.1,5217.3,4401.4,5146.1,4366.4,4633.1,3931.8,3585.7,3115.4,5927,3238.5,3851.6,4322.5,4232.9,3532.4,4222.6,3279.5,3765.6,3932.3,3688.5,3600.3,3491.2,4373.1,3990.3,3967.7,4293.2,5165.2,4881.9,4446.8,3301.04
1090.35,9074.46,3728.5,3640.76,3617.02,4310.8,4275.9,4109.9,3141.1,3724.3,3567.68,5189.8,4435.5,5182.3,5195.5,5064,4230.3,4155.8,4735,4976.8,3246.4,5187.5,5294.4,4544.2,5216.5,4461.7,4752.6,3925.7,3689.4,3199.6,5979,3247.8,3961.8,4438.5,4296.9,3689.2,4284.2,3371.9,3829.7,4025.7,3774.84,3662.5,3573.5,4424.8,4055.6,4081.8,4358.3,5271.3,4980.9,4512.3,3387.4
1092.33,9277.26,3997.76,3850.7,3872.28,4582.2,4427.7,4332.4,3392.9,3952.9,3793.16,5486,4746.9,5494.5,5497.5,5354.2,4511,4415.8,4959.7,5279.3,3457.26,5423.2,5557.1,4776.3,5431.9,4753.5,5007.1,4217.7,3912.9,3373.9,6223.64,3431.9,4169.9,4701.5,4535.8,3879.1,4578,3571.8,4072.5,4261.2,3980.54,3906.1,3739.7,4786,4352.3,4307.7,4674.7,5591.9,5309.6,4724.7,3596.86
1094.3,9373.76,4320.56,4134,4181.28,4979.3,4641,4682.1,3651.4,4317,4095.78,5848.9,5074.1,5840.4,5954.4,5835.1,4894.8,4786,5192,5580.6,3763.1,5846.9,5858.5,5212.8,5755.1,5041.7,5456,4528.7,4173.8,3558.3,6513.56,3720.8,4397.3,5193.1,4805.2,4186.6,4899.3,3878.7,4372.3,4550.9,4257.44,4285.6,3944.1,5157,4708.3,4697.6,5146.3,6081.1,5713.1,5098,3912.54
1096.28,10008.58,5228.1,4909.68,5026.9,5990.8,5394.8,5584.2,4419.4,5062.8,4958.4,6961.6,5977.4,6926.6,7073.3,7007.9,5818.8,5756.6,6035.9,6530.4,4543.66,6762.4,6841.8,6174.7,6614.1,6043.5,6506.4,5337.7,4883.6,4187.4,7371.86,4304.1,5127.1,6150.6,5724.4,4980.8,5738.3,4490.2,5084.5,5341,5028.18,5125.7,4573.2,6103.9,5669.1,5708.3,6236.9,7412.2,6854.1,5977.6,4687.8
1098.25,11007.12,6636.96,6164.28,6309.12,7670.4,6476.9,6850.5,5487.7,6293.9,6290.54,8683.6,7492.2,8603.3,9138.7,8781.3,7355.2,7304,7303.7,8103.6,5809.22,8202.8,8328.1,7725.3,8055.4,7641.9,8152,6635.2,5840.5,5115.4,8743.74,5297.2,6323,7764.1,7032.2,6362.8,7078.6,5658.4,6311.3,6552.4,6229.16,6578.3,5547.8,7543.5,7131.9,7229.9,8019,9366.7,8608,7318.9,5890.52
1100.23,12010.88,8106.76,7414.38,7574.72,9222.8,7544.4,8193.4,6570.6,7518.9,7642.22,10553.3,9033.3,10323.1,11075.7,10824.3,8958.7,8849,8643.5,9562.5,7117.5,9719.8,9868.5,9383.3,9585.8,9284.1,9799.2,7942.5,6882.9,6200.3,10179.84,6293.6,7519.1,9417.9,8306,7633,8344.2,6743.1,7423.7,7892.5,7488.72,8046.7,6587.9,8999,8734,8871.1,9911.7,11417.4,10425.7,8646.3,7134.08
1102.2,12599.64,8833.18,8077.34,8175.44,9895.7,8008.8,8666.3,7037.4,7976.6,8258.82,11546.4,9939.8,11358.9,12148.7,11793.8,9752.7,9584.6,9391.1,10293.5,7772,10415.8,10591.5,9983.5,10216.2,9972.7,10601.9,8650,7392.8,6656.1,10915.18,6894.5,8100.9,10166.3,8947.1,8384.7,9048.8,7195.4,7927.6,8377.3,8099.14,8791.8,7004.8,9664.2,9446.5,9539.4,10769.8,12429.3,11179.4,9275.9,7651.94
1104.18,12209.06,8327.86,7583.92,7654.16,9216.3,7531.5,8109.4,6510.6,7488.7,7738.14,10949.2,9496.6,10792.9,11533.9,11107.6,9209.2,9156.8,8879.3,9799,7287.24,9769.7,10003.7,9443.5,9666.2,9463.4,10020.8,8088.3,6832,6195.9,10394.62,6415.3,7612.1,9543.4,8431.3,7840.2,8429.7,6685.6,7435.9,7870.8,7645.46,8235.7,6608.8,9154.4,8856.6,8967,10097.6,11701.3,10592.2,8698.1,7121.52
1106.15,11462.94,7279.48,6702.88,6672.76,8006.7,6726.9,7110.5,5638.9,6535.9,6737.44,9662.2,8402.9,9443.2,10095.7,9751.6,8065.8,7944.9,7883.8,8688.6,6345.08,8677.8,8841.7,8239.2,8629.2,8203.6,8777.8,7120,6070,5484.1,9356.7,5597.7,6680.7,8315.4,7458.6,6879.5,7474.4,5860.8,6583.4,6820.6,6731.28,7191.1,5897.5,8051.2,7671.3,7801,8751.7,10129.8,9157.2,7631.5,6217.18
1108.12,10486.14,5875.9,5471.06,5423.18,6428.3,5656.7,5829.1,4626.3,5425.8,5468.22,7892.4,6884.8,7775.7,8150.8,7913.7,6586.8,6434.7,6628.5,7197.3,5089.74,7191.2,7438.2,6707.6,7271,6743.5,7123.2,5864.7,5080.5,4534.1,8024.46,4673.8,5582.2,6716.5,6118.7,5564.6,6149,4816.8,5395.8,5740.6,5575.32,5723.4,4983,6524.3,6246.6,6307.4,6933.6,8091.9,7451.3,6317.5,5055.4
1110.09,9702.9,4819.74,4591.08,4579.92,5382.9,4918.5,5007.5,3901.7,4610.3,4533.5,6549.9,5689.8,6479.5,6695.6,6506.1,5429.9,5292.3,5727.4,6102.6,4187.78,6195.5,6456.6,5665.8,6222.4,5630,5960.2,4952.7,4380.5,3916.1,6975.3,4024.9,4767,5609.7,5221.9,4603,5231.1,4089.2,4625,4903.8,4687.58,4748.5,4297.9,5490.7,5151.7,5172.7,5664.9,6656.3,6270.3,5462.9,4225.6
1112.06,9377.1,4318.04,4160.16,4137.56,4832.3,4621,4617.1,3609.5,4184.2,4077.5,5950.6,5096.4,5869.4,5989,5864.7,4893.8,4799.6,5233.7,5540.8,3749.06,5705.3,5941.2,5174.2,5760.4,5060.5,5394.1,4504.1,4079.5,3593.1,6507.04,3730.1,4383.6,5084.7,4782,4143.3,4798.3,3765,4270.2,4498.2,4265.62,4226,3986.8,4995.4,4651.7,4684.4,5048.9,6051.7,5589.1,4952.1,3835.86
1114.03,9099.5,4044.34,3934.36,3897.74,4615,4410.9,4374.5,3370,4000,3852.28,5560.9,4809.9,5550.9,5589,5465.5,4607.7,4449.1,4996,5284,3502.72,5462.9,5658.6,4857,5501.7,4832.4,5090.9,4230.3,3910.5,3391.2,6220.74,3501.7,4126.1,4803.9,4620.4,3939.2,4593.3,3570.8,4034.1,4267.7,4031.8,3947.5,3805.3,4784,4438,4427.8,4767.8,5693.5,5395.5,4737.4,3620.68
1116,9146.66,4053.66,3936.4,3948.66,4629,4438.9,4386.7,3431.2,4046.2,3845.66,5598.4,4879.6,5565.4,5658.6,5537.5,4615.5,4525.2,5016,5294.7,3532.98,5512.1,5715.4,4823.9,5538.9,4819.3,5100,4284.7,3957.5,3394.6,6270.82,3515.9,4222.2,4825.8,4623.2,3921,4583.1,3599.2,4134.2,4232.9,4057.48,4000.1,3820.8,4856.1,4491.4,4442,4761.5,5742,5404,4830.2,3644.12
1117.96,9183.52,4178.64,4025.9,4020.66,4746.7,4534.5,4494.8,3569.5,4111.6,3947.24,5708.8,4971.8,5654.3,5819,5658.2,4735.1,4625,5093.6,5421.3,3591.54,5632.5,5841.5,4973.9,5674.5,4918.2,5269.4,4351.6,4078.9,3480.5,6344.88,3601.6,4306.5,4969.9,4722.3,4034.9,4684.5,3677.5,4193.8,4395.8,4143.28,4101.7,3854.8,4932.4,4569.6,4521.8,4885.1,5884.2,5518.7,4959.4,3735.84
1119.93,9279.14,4292.86,4150.84,4164.8,4923.8,4610.8,4656,3708.6,4241.1,4090.46,5889.1,5059.2,5850.5,6005.6,5867.4,4876.4,4820.4,5240.2,5541.8,3724.8,5775.7,5920.6,5134.9,5846.2,5100.3,5407.9,4510.8,4281.9,3582,6485.4,3725.3,4459.7,5216.3,4911.4,4208.2,4837.7,3786,4338.5,4509.2,4264.82,4238.2,3996.6,5118.6,4724.4,4749.7,5091.9,6065.3,5765.9,5072,3877.52
1121.89,9262.58,4337.78,4163.08,4152.8,4926.7,4605.7,4645.2,3752.3,4279.6,4077.86,5888.2,5121.4,5936.4,6028.7,5871.3,4958.9,4890.8,5257.8,5542.6,3747.8,5781.2,6025,5150.7,5843.9,5123,5448.1,4486.9,4516.9,3586.5,6533.04,3689.4,4628.4,5326.5,5036.2,4144.8,4870.1,3815.9,4320.9,4496.8,4281.56,4221.3,4016.9,5247.7,4808.2,4796.8,5136.7,6142.8,5807.7,5173.6,3884.62
1123.86,9142.46,4229.28,4056.46,4049.04,4726.8,4544.4,4477.8,3823.7,4184.5,3927.02,5811.2,4962.5,5745.3,5828.6,5685.7,4801.2,4729.6,5198.2,5417.7,3632.36,5660.8,5829.4,5066.1,5705.8,4918,5286.5,4372.9,4758.2,3504.4,6372.24,3632.8,4541.8,5305.5,5037.4,4055.9,4707.2,3756.2,4271.6,4415.1,4207.64,4159,3930.8,5272.8,4670.7,4693.5,4987,5926.1,5678.4,5126.8,3788.58
1125.82,9113.28,4103.42,3913.76,3945.2,4578.1,4449.9,4332.6,3805.2,4073.6,3807.52,5595.8,4810.9,5562.4,5725.9,5562.8,4654,4658.2,5106.5,5285.6,3524.58,5546.4,5684.6,4906.5,5607.9,4795.1,5189.5,4255.1,4876.3,3460.9,6320.64,3549.4,4516.3,5258.1,5061.7,3945.2,4577.1,3605.8,4201.5,4254,4071.94,4023,3883.2,5263.1,4562.4,4585.2,4739.5,5733.3,5486.7,5132.3,3717.42
1127.79,8858.08,3822.32,3674.7,3687.04,4307.8,4225.9,4089.6,3573.7,3801.5,3560.46,5194.1,4553.2,5308.9,5253.6,5131.6,4374.3,4314.4,4872.6,5030.8,3276.72,5289,5447.6,4587.9,5290.1,4438,4853.2,3982.1,4607.9,3251.5,6049.42,3326.8,4245.1,4971.7,4715.7,3678.5,4342.7,3422.5,3943.4,3989.5,3836.6,3724,3628.9,4878.3,4247.9,4323.4,4466.7,5361.1,5172.1,4810.4,3480.98
1129.75,8803.3,3762.48,3672.08,3646.44,4274.1,4201.7,4098.4,3375.6,3842,3543.04,5151.6,4518.2,5164.6,5138.6,5048.8,4292.4,4196.4,4779,4933.6,3264.98,5164.3,5351.5,4535.4,5201.4,4441.6,4735.8,3999.1,4255.1,3240.6,5978.3,3351.8,4076.8,4666.7,4557.3,3652.9,4255.4,3392.8,3886.9,4001.1,3800.32,3689.3,3646.7,4679.9,4150.8,4174.3,4335.7,5211.3,5060.6,4633.3,3445.36
1131.71,8628.38,3556.92,3489.28,3442.26,4064.9,3979.3,3882.1,3079.5,3556.7,3367.9,4911.5,4317,4944.7,4875.6,4837.1,4077,3945.5,4541.8,4776.7,3074.04,4953.2,5083.2,4336,4964.8,4270.3,4499.9,3781.2,3696.2,3044.7,5744.62,3183.6,3819,4295.4,4207.4,3470.4,4108.3,3250.1,3649.5,3783.4,3579.54,3477.4,3440.7,4346.1,3889.6,3895.5,4147.1,4922,4754.6,4329.2,3200.88
1133.67,8628.16,3531.3,3457.04,3440.42,4000.8,3986.2,3899.5,2991.9,3518.3,3351.88,4873.1,4279.9,4919.2,4905.9,4726.2,4034.5,3875.3,4483.6,4721.7,3052.3,4903.9,5044.8,4289.7,4982.8,4183,4492.3,3773.5,3571.9,2982.4,5722.68,3146.7,3742.2,4202.9,4066,3447.3,4111.6,3186.4,3649,3854.6,3571.48,3453.1,3392.2,4246.4,3869.7,3828.5,4121,4929.7,4720.3,4278.2,3171.48
1135.63,8514.32,3477.08,3416.62,3387.36,3944.8,3912.2,3857.1,2945.7,3514.9,3331.92,4886.1,4160.1,4839.4,4780.8,4739.6,4011.7,3832.2,4357,4661.3,2991.8,4827.5,4992.1,4215.9,4917.5,4168.2,4379.7,3710.9,3459.5,2968.6,5635.96,3096.6,3633.6,4135.4,3985.3,3397.3,4018.5,3133.9,3553.4,3757.9,3532.12,3382.5,3358.4,4145.2,3781.2,3778.1,4074.2,4876.8,4634.1,4144.2,3108.22
1137.59,8612.38,3539.26,3490.9,3453.42,4016,4020,3893.4,2982.9,3556,3370.84,4885.7,4239.8,4894.5,4879.1,4782.3,4043.4,3923.6,4436.5,4745.9,3078.44,4898.3,5057.4,4257.8,4982.5,4228,4485.2,3748.6,3499.6,3036.2,5724.1,3135,3738.3,4174.8,4092.4,3442.7,4064.1,3217.9,3671.7,3829.7,3597.24,3433.6,3432,4220,3854.6,3873.7,4107.8,4953,4648.6,4253.7,3191.96
1139.55,8526.58,3491.68,3428.34,3393.28,3990.6,3929.8,3898.7,2966.4,3475.4,3334.24,4812.7,4162.7,4863.6,4812.6,4700.3,3989.1,3789,4433.6,4678.5,3008.88,4828,5034.7,4239.3,4867.2,4119.2,4379.1,3694,3368.3,3002.7,5656.46,3081.6,3660.9,4109.8,4008.8,3386.7,4029.5,3189.3,3574.3,3749.4,3536,3376.5,3359.9,4152.5,3806.9,3737.7,4054.1,4919.1,4624.2,4183.4,3150.44
1141.51,8527.38,3538.98,3462.32,3419.52,3989.9,3951.7,3849.1,3019,3545.1,3359.3,4885.6,4198.3,4862,4850,4765.3,4001.2,3902.8,4458.2,4787.3,3063.78,4876.8,5015.6,4255.1,4898.8,4188.8,4408.1,3744.7,3403.7,3043.7,5683.34,3143.6,3713.8,4109.6,4064.3,3409.8,4099.9,3210.8,3579.8,3712.6,3550.94,3458.9,3407.1,4167.3,3819,3800,4106.2,4919.1,4697.3,4181.9,3169.42
1143.46,8521.82,3543.02,3482.3,3466.96,4033.1,4007,3882.9,2992.9,3546.9,3386.46,4900.6,4293.5,4970.4,4874.3,4797,4016.7,3939,4427.4,4782.8,3084.68,4933,5005.7,4219.8,4877.1,4238.2,4442.3,3777.6,3401,2993.8,5699.4,3146.5,3734.9,4161.6,4050.9,3444.3,4069,3198.2,3577.6,3791.6,3575.34,3465.2,3375.8,4169.7,3835.5,3814.2,4132.9,5002.3,4744.2,4181.2,3161.5
1145.42,8579.46,3630.28,3530.34,3522.66,4194.7,4029,3938.9,3069.6,3594.1,3465.36,5003.8,4321.1,4982.3,4999.7,4894.4,4108.3,3990.2,4525.4,4824.7,3160.96,4983.5,5118.5,4383.6,5000.4,4262.5,4561.7,3830.2,3495.3,3066.1,5778.56,3221.8,3782,4271.5,4107.4,3488.2,4172.7,3231.4,3715.9,3864.5,3667.32,3545,3454.6,4218.1,3968.4,3900.4,4246.4,5095.6,4787,4288.4,3266.86
1147.37,8718.72,3721.12,3601.94,3595.32,4226.2,4095.7,3997.2,3141.5,3665.1,3529.1,5079.9,4422.8,5126.3,5099.4,4982.4,4208.7,4103.1,4593.4,4965,3223.18,5047.9,5116,4392.3,5016.7,4403.5,4598.1,3975.4,3525.2,3119.3,5878.6,3214.2,3819.9,4297.8,4213.1,3580,4286.1,3283.9,3810.7,3952.8,3717.12,3631.7,3522.3,4365.2,3990.9,3979.4,4340.5,5113.1,4894.4,4399.9,3333.94
1149.33,8709.58,3795.4,3686.68,3665.8,4325.9,4199.1,4133,3189.1,3752.7,3617.24,5190.7,4456,5160.4,5212.5,5113,4231.1,4192.1,4645.5,4996.8,3316.58,5128.1,5202.2,4502.4,5118.3,4510.8,4731.1,3982,3599.8,3186.3,5989.14,3297.3,3896.7,4394.8,4250.2,3651,4344.9,3383.1,3895.8,4010.4,3804.4,3708.9,3590.4,4458.8,4099.6,4137.3,4480.6,5284.8,4992.5,4476.7,3409.42
1151.28,8694.9,3846.38,3686.72,3687.3,4343.7,4190.7,4088.1,3179.8,3775,3650.34,5215.1,4531.4,5185.3,5271.8,5113.7,4362.3,4263.5,4683.6,5025.6,3383.82,5160.7,5265.1,4610.2,5155.5,4515,4775.3,4044.6,3656.4,3240.8,5991.84,3276.3,3916.9,4502.6,4285.6,3754.2,4368.1,3410,3854.9,4052.5,3803.74,3772.3,3551.8,4447.4,4176.3,4122.1,4526.8,5387.4,5030.5,4488,3442.08
1153.23,8826.48,4066.02,3888.72,3899.66,4638,4396.1,4356.3,3390.8,3945,3849.46,5478.6,4719.7,5411.7,5535,5408.1,4580,4443.7,4871.2,5339.9,3545.92,5357,5394.6,4851,5347.2,4750,5059.3,4233.3,3820.1,3419.1,6155.7,3474.4,4125.5,4733.3,4444.9,3907.2,4581.8,3584.9,4051.4,4215.4,3994.54,3906.9,3683.3,4651.2,4392.9,4395.6,4760.1,5633.8,5266,4699.9,3630.84
1155.19,8971.68,4339.22,4143.42,4151.72,4974,4559.2,4597.6,3639.2,4164.3,4108.62,5780,5046.1,5796.1,5848.1,5699.2,4816.7,4747.8,5104,5614.4,3828.04,5677.3,5740.3,5117.9,5583.6,5085.9,5288.3,4472.4,3990.7,3561.7,6463.06,3656.2,4308.5,5041.9,4740.8,4141.1,4800.1,3793.8,4292.5,4511.7,4241.48,4271.1,3887.8,4931.4,4663.7,4704,5093.5,5982.7,5645.5,4946.2,3878.3
1157.14,9317.84,4862.94,4592.84,4650,5547.5,4991.2,5112.2,3986.2,4672.9,4651.38,6371.7,5565.1,6439.5,6582.1,6438.3,5397.8,5354.4,5581.1,6155,4288.78,6184.9,6246.2,5712.8,6057.4,5616.1,5930.2,4997.9,4380.3,3965.1,6961.88,4017.6,4705,5643.8,5215.5,4666.1,5333.3,4214.7,4727.2,4947.6,4705.84,4751.2,4236,5475.7,5198.9,5213.6,5726.9,6701.2,6236.2,5456.9,4364.9
1159.09,10136.72,6068.76,5608.72,5813.06,6990.4,5978.5,6316,5025.4,5768.3,5813.98,7796.2,6825.5,7752.7,8136.6,8013.7,6643,6585.4,6598.6,7424.8,5370.74,7541.7,7431.4,7063.8,7239.4,6959.3,7323.5,6047.6,5143.8,4706.6,8119.5,4847.5,5701.6,6957,6341.7,5756,6514.9,5095.4,5700.4,6025.2,5726.36,5903.3,5025,6694.6,6512.8,6547.1,7272.7,8423.1,7823.8,6728.8,5464.6
1161.04,12488.92,9495.14,8608.12,9130.84,11055.5,8879.7,9753.3,7851.2,8918.3,9184.62,11876.7,10301.9,11680.4,12493.3,12336.7,10201.8,10142.6,9745.1,11128.8,8523.76,11268.3,11000.7,10812.9,10618.4,10682.5,11231.7,9210.1,7607.2,7253.7,11418.92,7220.1,8552.3,10766.4,9443.2,8984.9,9900.8,7839.5,8646.6,9247.1,8686.34,9307.1,7437.4,10275.7,10149.1,10281.6,11505.6,13202.4,12179.6,10027,8636.48
1162.99,18049.44,17740.7,15729.64,16862.22,21044,15442.9,17782,14430.9,16293.6,17128.32,21781.2,18820.6,21437.8,23567.6,23207.4,18984.4,19076.9,17021.8,19995,15970.62,20107.8,19706.5,20197,18831,19891.5,21084.9,16893.1,13243.5,12893.8,19451.56,13062.7,15424.7,20218,17059,16797.7,17845.8,14323.3,15627.8,16761.8,15815.66,17628.7,13023,18803.8,18945.6,19343.9,22078.6,25320.4,22911.9,18034.4,15978.58
1164.93,26040.04,29627,25881.36,27022.92,34600,24021,28403.5,23029.8,25855.8,27746.46,36857.1,31695.7,36086.3,40913.2,39344.9,32306.6,32153.4,27600.7,32917.8,26328.24,32133.9,32002.6,33454.5,30614.9,33177.4,35307.4,27820.3,21293.2,20756.3,31062.3,20803.9,24738.9,33770.9,27653.2,27794.9,28927.8,23059.4,25120.9,26861.2,25672.68,29914.7,20723.7,30920.7,31666.7,32555.8,38247.5,42939.2,37723.7,28992.7,25454.28
1166.88,28549.48,32900,28411.44,28699,36294.6,24714,29062.3,23737.3,26896.9,29692.56,42088.9,36088.4,40882,46344.1,44089,35715.5,35848.9,30664.4,36094.2,28867.76,34023.4,34388.9,36067.3,33247.9,36347.8,38430.2,30016.1,22851.5,22355.2,34065.3,22336.6,26522.8,36697,29972.3,30296.1,30685.7,24273,26298.1,27921.5,28037.16,33020.8,22437.9,33855.4,34525.5,35433.4,41547,46038.7,40109.6,30789.9,26736.7
1168.83,19416.74,19207.08,16662.46,16406.3,19874.7,14045.1,16252.6,13275.5,15222.2,17011.54,25218.6,21895.8,24465,26954.2,25682.5,20910.9,20835.2,18199.2,20947.7,16787.46,19498.3,19792,20263.5,19284.7,20576.2,21854.5,17167.2,13458.1,12938,20547.32,12913.9,15523.6,20766.9,17174.8,17198,17243.3,13788.1,14927.9,15802.7,16475.3,18737.4,13207.8,19632.9,19628.2,19887.5,22809.4,25360.4,22422.2,17864.7,15299.68
1170.77,12362.02,9251.58,8172,8131.46,9703.9,7587.1,8313,6745,7713.4,8292.52,12236.4,10521.8,12046,12687.2,12336.2,10092.9,10090.8,9406.3,10598.9,8061.82,10226.1,10133.2,10061,10027.7,10066.1,10695.7,8566.4,7152.8,6650.4,11001.76,6695,7949.3,10119.4,8843.4,8416.1,8837.2,7043,7755.3,7987.1,8205.36,8898.9,6906.5,9812.5,9614.1,9618,10873,12234.9,11062.2,9162.4,7574.8
1172.72,9967.7,5876.6,5406.06,5382.1,6414.1,5501.2,5724.7,4579.6,5266.2,5403.64,7826.5,6813.4,7801,8016.7,7807.9,6503.3,6501.6,6462.3,7214.6,5163.46,7105.2,6900.8,6674.6,6869,6620.4,6994.9,5764.2,5008.2,4543.2,7903.94,4537.2,5492.8,6667,6028.6,5522.7,6041.1,4727.1,5397.1,5608.9,5482,5715,4735.2,6473.7,6194,6219.9,6876.5,7893.4,7358.7,6306.3,5071.04
1174.66,9125.26,4750.32,4445.68,4410.16,5267.8,4736.1,4820.2,3813.6,4405.7,4428.46,6270,5479.6,6262,6408.9,6282.7,5253.6,5181.2,5419.2,6038.3,4156.36,5961.7,5881.5,5487.5,5779.7,5472.8,5708.9,4731.9,4205.3,3779.5,6803.78,3781.7,4638.6,5388.3,5047.9,4438.8,5104.3,4010.6,4541.9,4658.2,4546.12,4637.2,3997.6,5371.4,5028.6,5037.6,5594.5,6410.2,6010.5,5258.8,4152.06
1176.6,8739.74,4238.82,3979.98,3988.78,4737.6,4384.2,4363.3,3442.2,4062.6,3956.54,5688.3,4903.9,5647.1,5762.8,5583,4691.4,4631.4,4909.7,5534.5,3705.6,5451.3,5355.1,4980.5,5322.2,4935.2,5172.1,4370.1,3897.3,3472.2,6326.84,3458.3,4185.5,4857.8,4583.2,4044.8,4640.5,3621.5,4123.1,4310.7,4112.22,4137.8,3625.5,4801.3,4505.2,4527,4979.4,5767.1,5414.2,4831.5,3749.4
1178.55,8600.22,4058.36,3824.2,3839.38,4576.8,4297.9,4200.5,3350,3948.5,3804.36,5459.6,4688.2,5480.8,5514.5,5384,4479.1,4463.9,4776.1,5340.3,3562.22,5337.4,5210.3,4755.9,5099.7,4709.9,4999.1,4132.7,3733.3,3369.4,6178.72,3351.8,4042.7,4653.1,4351.9,3853.6,4467.2,3536.6,4007.4,4130.7,3960.34,3961.7,3560.1,4664.7,4348.4,4322.2,4717.2,5540.3,5182.8,4647.6,3601.6
1180.49,8554.2,3986.96,3778.2,3776.14,4570.4,4170.8,4192.3,3330.8,3853.9,3754.2,5333.4,4629.5,5314.2,5397.7,5267.3,4434.5,4393,4694.4,5266.9,3481.86,5237.3,5091.6,4680.8,5083.1,4666.4,4882.5,4089.9,3685.3,3336.9,6100.2,3309.2,3980,4600.9,4397.1,3773.5,4438.5,3533.7,3927.6,4080.2,3885.36,3881.5,3481.3,4610.9,4249.6,4248.3,4692.5,5463.2,5127.4,4586.2,3566.38
