Raman Shift,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol,Paracetamol
1624.21,9843.36,9076.28,7973.32,8047.64,9873.1,7237.1,8233,6819.8,7680.5,8269.48,11344.9,9790.8,11195.8,12101.8,11618.9,9676.6,9643.1,8671,10207.7,8040.6,9661.7,9634.5,9722.3,9291.9,9806.1,10315.9,8419.8,6701.9,6484.7,10145.08,6537,7626.4,9894.2,8509.7,8320,8562.5,6955.7,7522.1,7995.9,7923.78,8786.4,6620.2,9365.3,9381.7,9476.3,10721.5,11924.3,10800.9,8731.3,7538.54
1625.97,8940.14,7815.86,6953.34,7031.06,8624.4,6474.2,7310.4,6008.6,6774.1,7153.74,9761.4,8512.8,9561.7,10329.4,10015.4,8362.8,8385.8,7618.6,8948.1,6940.38,8481,8413.8,8566.1,8163.9,8487.3,8948.3,7300,5939.5,5757.8,8938.42,5732.1,6678.2,8463.3,7335.7,7218.6,7570.9,6153.3,6677.9,6991.2,6903.98,7663.2,5757.8,8069.6,8133.7,8163.7,9344,10377.3,9283.1,7647,6586.46
1627.73,8592.12,7314.42,6464.28,6601.5,8131.6,6168,6885.8,5664.4,6389.4,6710.52,9112.6,7908.5,8903.7,9725.1,9302.8,7799.7,7825,7109.6,8423.4,6459.98,7994.9,7886.2,7980.9,7697.3,7950.7,8371.5,6908.7,5614.3,5374,8444.96,5359.7,6308.9,8067.8,6967.1,6727.4,7078.1,5776.8,6264.5,6580.8,6438.16,7161.7,5418.3,7600.8,7564.7,7629.4,8756.4,9762.7,8828.4,7206.5,6186.46
1629.49,8550.16,7270.88,6493.56,6567.12,8070.5,6135.9,6904.7,5663,6387.3,6741.28,9026.8,7839.4,8875.2,9638.6,9299.1,7783.5,7768.5,7059.6,8496.2,6492.8,8038.7,7908.7,7985.9,7647.9,7928.4,8341.1,6824.8,5660.7,5394.9,8435.56,5448.8,6328.3,8042.4,6927.2,6683.7,7103,5812.7,6237.6,6588.7,6443.5,7134.6,5411.3,7619.4,7560.1,7653.9,8733.5,9756.4,8777.3,7192.5,6239.5
1631.25,8715.86,7546.16,6702.72,6859.3,8417.5,6382.6,7169.5,5884.8,6616.2,6965.1,9308.6,8075.1,9099,10065.6,9641.5,8027.8,8020.6,7347.5,8766.3,6711.38,8331.2,8177.4,8245,7916.1,8292.3,8678.2,7182.1,5762.5,5542.2,8660.74,5538.6,6523.8,8270,7168,6940.5,7401.2,6004.6,6517.8,6833.5,6666.14,7407.5,5644.3,7849.6,7849.2,7958.9,9041.3,10143.6,9065.7,7452.7,6443.02
1633,9201.72,8202.72,7316.98,7485.68,9277.9,6922.3,7821.8,6460.9,7143,7661.68,10213.9,8785.7,9946.6,10865.1,10368.6,8812.1,8784.4,7952.8,9436.6,7339.76,9061.6,8858.5,9050.4,8604.7,8975.1,9443.4,7773.3,6266.6,6001.5,9330.98,6074.9,7099.4,9073.3,7771.8,7527,7969.9,6581.2,7030.4,7468.1,7267.26,8087.7,6058.1,8542.5,8586.6,8769.3,9928.5,11130.2,9945.6,8123.6,7082.96
1634.76,9748.94,9048.74,8038,8230.52,10222.6,7459.1,8556.9,7035.5,7881.2,8432.88,11226.2,9771,10975.6,12092,11637,9652.4,9620.9,8643.8,10296.4,8083.8,9908.8,9746.6,9953.3,9391.4,9865.4,10496.4,8560.4,6796.7,6579.2,10117.9,6543.8,7712.9,9885.6,8527.5,8382.3,8771.3,7117.6,7683.6,8169.1,7983.04,8927.9,6610.6,9395.8,9448.8,9626.1,11012.4,12338.8,10999.8,8932.3,7766.54
1636.52,10505.76,10216.58,8981.88,9262.2,11479,8359.6,9622.6,7909,8822.9,9506.56,12599.8,10874.8,12229.4,13610.6,13096.1,10893.3,10839.7,9712.4,11529.2,9141.72,11051.7,10903.5,11137.7,10530,11153.6,11828.9,9533.8,7545.1,7325.1,11175.9,7443.4,8651.7,11227.5,9566.1,9443.6,9851.6,8019.7,8687.9,9138.8,8923.1,10065.7,7315,10534.9,10599.9,10844,12465.5,13810.1,12376.2,9920,8729.14
1638.27,11588.26,11881.32,10425.34,10809.06,13458.1,9579.3,11152.8,9201.4,10323.2,11049.72,14538.9,12688.8,14221.2,15854.2,15296.2,12666.1,12748.2,11169.2,13187.4,10616.88,12788.2,12633.1,13015.6,12112.4,12965.1,13708.2,10997.6,8691,8486.3,12760.7,8548.6,10041.4,13100,11073,10970,11403.9,9325,9985.6,10750.6,10350.4,11607.4,8543.3,12242,12315.5,12506.6,14553.7,16203.6,14480,11498.4,10188.32
1640.02,13264.78,14305.32,12543.64,13008.6,16285.7,11480.7,13472.5,11017.4,12425.8,13336.52,17517.2,15154.2,16995.7,19068.4,18389,15263.5,15191.8,13374.2,15917.6,12804.78,15303.9,15095.3,15752.9,14497.5,15585.3,16574.4,13230.9,10392.1,10067.6,15016.94,10212,11958.6,15809,13234.1,13172.6,13730.7,11166.5,11907.8,12863.3,12395.74,14155.7,10124.4,14744,15011.3,15267.1,17608.9,19723.4,17522.2,13811,12313.26
1641.78,15568.44,17780.56,15463.58,16113.46,20250.8,14075.3,16656.2,13679,15296.4,16570.84,21746.4,18812.9,21099.2,23870.7,22805.5,18784,18988.8,16335.5,19476,15905.84,18717.5,18678.8,19408.6,17828.4,19372.3,20427.9,16436.7,12631.9,12438.1,18306.76,12529.7,14676.7,19559.6,16265.9,16317.2,16949.5,13798.9,14756.6,15705.3,15250.52,17506.9,12383.5,18196.1,18540.2,18980.6,22024.5,24554.5,21841.8,16988.3,15204.34
1643.53,18408.26,21882.98,19032.22,19714.28,24923.9,17068.2,20380.1,16649.5,18694.5,20294.34,26920.6,23215.5,26053.4,29637.1,28306.3,23228.9,23379.9,19959.5,23749.2,19528.12,22963.6,22801.6,23878.3,21849.5,23852.4,25227.6,20199.8,15379.9,15269.3,22187.46,15255.4,17863.2,24082.9,19881.3,20085.5,20662.4,16941.9,17978.8,19276.5,18695.52,21697.7,15157.2,22265,22839.2,23409,27255.8,30643.9,26741.3,20780.4,18641.7
1645.28,19992.48,24287.84,21022.94,21621.96,27277.1,18515.7,22042.2,18171.6,20501.1,22301.68,30125,25861.6,29121.4,33446.2,31828,25861.6,25941,22170.2,26361,21609.36,25099.1,25080.3,26354.8,23998.2,26503.1,27911.9,22314.8,16869.7,16677.7,24409.22,16845.1,19667.1,26735.8,22029.3,22245.4,22671,18461.8,19577,20992.6,20656.16,24133.4,16597.3,24620.7,25285.3,25730.5,30420.5,34045.2,29561.2,22768.2,20300.1
1647.03,19663.34,23676.22,20427.38,20886.58,26317.9,17711.2,21278.3,17465.8,19715.9,21594.28,29627,25510.2,28634.4,32667.8,31176.6,25227,25527.5,21605.5,25710,21036.44,24367,24418.9,25520.4,23379.3,25689.2,27162.1,21647.2,16436.8,16167.5,23827.96,16253.9,19104.7,25890.1,21267.2,21560,21810.4,17751.5,18982.9,20211.3,20105.48,23521.7,16172.8,24111.5,24531,25115.7,29375.1,32803.7,28577.2,22174.1,19542.6
1648.79,17462.64,20457,17674.06,17990.38,22501.5,15303.1,18289.4,14980.5,16963.8,18639.16,25528.4,22104.3,24850.7,27890.2,26628.1,21829.8,21965.6,18810.8,22279,18093.58,21004.2,20912,21868.7,20167.1,22034.1,23323.6,18515.6,14208.2,14030.4,20721.76,14087.2,16451,22255.9,18472,18655.4,18851.7,15365,16419.3,17496.5,17425.52,20234.2,13969.5,20793.8,21096.4,21525.9,25113.8,27984.1,24465.5,19044.4,16854.92
1650.54,15674.18,17713.9,15358.34,15688.12,19600.3,13540.3,15961.8,13144.3,14770,16168.36,22022.4,19126.2,21426,24016.5,23047.8,18974.2,19099.9,16396.7,19445,15759.04,18414.3,18384.2,19081.3,17652,19091.1,20215.7,16279.7,12542.2,12270,18253.08,12286.7,14422.8,19373.9,16117.2,16169.8,16547.7,13401.8,14419.6,15402,15163.22,17471.6,12240.6,18115.9,18410.7,18688.6,21637.2,24157.2,21330.7,16652.5,14775.96
1652.29,14697.28,16300.2,14208.8,14563,18227.6,12616,14832.4,12146.6,13769.7,14964,20256.2,17536.9,19783.7,21985.6,21215.7,17483.8,17502.9,15133.7,17938.9,14529.84,17052.8,17065.7,17693.3,16363.4,17746,18763.4,14968.4,11517.1,11383.7,17033.08,11418.4,13407,17901.9,14952.3,15113.9,15257.1,12432.4,13332.6,14166,14052.42,16167.4,11319.1,16658.6,16954.5,17295.2,20036.5,22300.9,19635.6,15460.4,13667.32
1654.03,13977.44,15274.58,13346.82,13610.4,17129,11871,13849.8,11422.3,12799.4,13995.5,19081.6,16479.5,18625.1,20769.4,19907.4,16409.9,16465.8,14308.6,16869.8,13558.84,16004.1,16060.5,16612.7,15301.3,16643.6,17570.9,14049.8,10963.1,10683.3,16081.78,10700,12510.9,16799.5,13947.6,14128.6,14365.3,11584.6,12539.3,13294.3,13169.32,15178.9,10658.2,15658,15861.8,16158.1,18727.4,20848.9,18464.5,14500.7,12776.06
1655.78,12783.14,13443.1,11758.32,11925.52,14928.7,10415.2,12166.7,10022.7,11281.3,12248.68,16778.1,14577.1,16396,18220.6,17517.2,14494.1,14508.2,12666.4,14993,11940.42,14114.4,14011.3,14575.5,13551.8,14587.8,15422.8,12369.8,9650.3,9463.4,14344.3,9408.3,11136.1,14720.2,12379.9,12396.7,12596.2,10161.8,10972.7,11665.2,11622.96,13419.6,9464.5,13759.5,14011.7,14249.5,16459.1,18164.2,16215.4,12750,11136.88
1657.53,10877.68,10712.82,9409.2,9483.22,11750.9,8436.4,9652.9,7983.3,8948.3,9716.78,13491.8,11783.1,13238.4,14549.9,13927.1,11557.6,11539.3,10216.3,12115.9,9512.44,11317.7,11241.5,11614,10947.6,11664.8,12278.6,9883.2,7815.6,7585.4,11711.82,7556,9021.3,11703.4,9972.7,9836.1,10046.2,8216.3,8833.9,9361.8,9337.68,10688,7666.3,11115.9,11114.8,11327.1,12980.8,14372.2,12831.7,10169.8,8856.2
1659.28,9054.76,8070.76,7146.46,7171.94,8842.6,6536.3,7403.8,6091.5,6868.3,7359.42,10191.4,8905.6,10034.5,10931,10494.9,8693.2,8699.5,7894.1,9267.9,7192.64,8696.2,8677.2,8831,8413.1,8832.9,9303.4,7569.7,6119.4,5828.6,9182.38,5825.4,6888.4,8934.7,7590.1,7449.4,7717.3,6346.8,6789.6,7147.3,7116.14,7960.3,5953.2,8410.7,8389.8,8488.6,9691.6,10714.2,9611,7799.8,6766.06
1661.02,7813.64,6302.6,5652.56,5702.44,6992.2,5331.4,5912.3,4849.8,5472.3,5808.84,7979.5,7013.3,7869,8405.3,8144.9,6825.8,6814.2,6294,7435.2,5605.26,6927.3,6876.8,6832.8,6773.6,6952.1,7278.2,5992.8,4917.2,4722.6,7496.02,4737.2,5499.7,6957.1,6069.3,5893.9,6209.5,5027.7,5432.3,5716,5641.1,6227.5,4769.6,6679.9,6590,6602.7,7445.8,8396.5,7542.4,6266.1,5328.38
1662.77,7117.1,5302.28,4793.18,4839.44,5850.8,4618.1,5065.1,4176.1,4698.8,4887.2,6636.4,5846.1,6595.2,6969.1,6805.4,5735.2,5695.2,5363.2,6372.3,4725.82,5924.5,5854.9,5826.7,5769.8,5853.7,6132.2,5087.9,4263.5,4098.3,6515.12,4062.9,4755.9,5839.3,5177.4,4952.1,5269.8,4302.9,4631.8,4901.8,4776.52,5223.7,4072.5,5670.6,5542.8,5592.7,6297.1,6962.9,6355.3,5404,4528.54
1664.51,6684.3,4680.28,4270.66,4294.84,5196.1,4232.4,4510.8,3729.4,4217.6,4338.06,5871.2,5151.6,5819.3,6181.5,5959.8,5084.4,5036.8,4853.5,5749.4,4167.72,5413.7,5309,5190,5181.5,5199.3,5490.7,4571.5,3848.1,3607,5951.68,3686.7,4260.4,5186.8,4638,4455.6,4749.3,3886.6,4209.7,4389.2,4260.86,4584.1,3691.3,5036.5,4894.3,4953.9,5512.3,6209.8,5668.3,4796.3,4039.14
1666.26,6376.12,4250.9,3900.8,3909.22,4722.1,3876.7,4152.8,3454.6,3899.2,3938.8,5361.6,4672,5262.2,5569.3,5379.5,4575.8,4556.4,4414.5,5286.6,3800,4959.7,4838.1,4710.5,4763.2,4688.6,4906,4198.7,3564.7,3361.9,5527.66,3339.1,3942.4,4738.7,4255.6,4034.3,4359,3552.4,3869.4,4011.4,3933.94,4193.4,3451,4573,4453.4,4445.4,5001.8,5554.6,5112,4379,3711.08
1668,6096.68,3866.96,3563.32,3571.02,4262.8,3619.9,3794.9,3138.6,3509.1,3596.24,4834.9,4253.6,4832.5,5005,4907.4,4147.9,4166.6,4115,4888.1,3462.6,4542.6,4419.9,4296,4384,4283.7,4486.3,3845.4,3346.8,3087,5128.22,3065.1,3576.8,4298.2,3895.1,3672.2,3991.3,3275,3556.7,3716.5,3582.96,3786,3157.9,4174.3,4052.5,4075.6,4458.7,5057.4,4656.2,4053,3378.12
1669.74,5856.48,3571.28,3295.98,3295.76,3920.1,3412.1,3539.3,2938.5,3289.5,3320.1,4500.9,3947.2,4445.4,4646.1,4485.2,3851.9,3820.5,3808.7,4614.8,3175.46,4248.9,4148.4,3978.4,4097.7,4016.1,4179,3544.1,3063.4,2907.3,4820.5,2908,3313.7,3984.5,3655.4,3319.8,3728.7,3007.4,3351.3,3424.9,3334.64,3492.7,2999.1,3920.2,3730.5,3782.1,4088.1,4653.7,4274.8,3793,3125.98
1671.48,5788.94,3476,3232.82,3234.6,3850.4,3319.3,3479.3,2931.1,3255.9,3248.68,4323.7,3865.8,4306.6,4440.2,4359.1,3734.8,3731.8,3776.2,4479.2,3117.7,4161.4,4083.8,3911.8,3992.6,3886.2,4048.8,3468.9,3079.6,2835.1,4763.9,2854.3,3286.8,3849,3569.8,3267.5,3646.3,3008.6,3250.6,3390.9,3277.12,3357,2971.9,3788.3,3644.5,3658.2,3964.3,4446.8,4170.8,3724.7,3096.12
1673.22,5607.52,3227.96,3017.84,2986.26,3561.9,3150.1,3202.5,2677,3035.2,3022.14,4092.7,3587.8,4055.6,4143.7,4057.2,3477.2,3476.2,3516.8,4202.8,2882.62,3885.4,3764.4,3587.4,3779,3615.9,3776,3257.1,2850.8,2656.7,4533.98,2654.3,3061.4,3609.1,3350.5,3075.4,3444.9,2785.9,3055.8,3161,3039.14,3135,2727.4,3504.5,3353.9,3405.5,3686.9,4193,3895.4,3487.4,2847.22
1674.96,5492.2,3091.58,2889.16,2884.98,3415.2,3006.2,3097.6,2568,2865.1,2880.3,3932.1,3437.2,3908,3947.6,3821.3,3344.6,3275.5,3364.5,4083.5,2761.22,3742,3653.9,3501.9,3657.5,3458.2,3630.4,3125.8,2753.3,2557.4,4385.08,2576.5,2958.1,3437.4,3183.5,2960.9,3317.4,2721.3,2918.6,3043.9,2937.44,2987.1,2657.6,3376.2,3234.7,3226.4,3551.2,3972.5,3734.5,3346.6,2754.72
1676.7,5452.84,3014.34,2817.06,2820.82,3313.9,2942.6,3053.8,2509.4,2812.5,2810.14,3759.7,3339,3782.6,3801.2,3786.7,3199.9,3191.4,3273.6,3927.4,2692.96,3685.4,3552.3,3382,3511.7,3374.4,3524.8,3062,2726.9,2556.3,4301.58,2537.5,2900.6,3328.1,3144.4,2862.4,3217.3,2663.2,2891.2,2983.7,2868.68,2901,2572.8,3282.4,3135.5,3145.9,3417.1,3866.7,3582.7,3273.5,2668.58
1678.44,5333.24,2853.96,2688.76,2691.98,3148.8,2886.1,2897.6,2389.9,2694.3,2688.5,3584.9,3160.5,3547,3608.4,3568.5,3054.8,2990.9,3185,3788.2,2569.88,3525.5,3439,3210.2,3370.7,3199.3,3375.2,2910.5,2621.2,2470.2,4162.68,2402.9,2794.6,3160,3008.7,2748.3,3080.3,2571.3,2767.9,2848.6,2737.64,2780.6,2510.7,3133.5,3017.1,3022.5,3236.9,3637.6,3441.8,3118.4,2553.8
1680.18,5240.92,2735.56,2583.48,2564.36,3051.1,2769.9,2794,2312.4,2602.3,2546.58,3399.5,3059.8,3405.5,3436.1,3375.9,2951.8,2909.3,3046.4,3690.2,2432.4,3398.5,3308.1,3113.8,3265.4,3073.5,3183.1,2812.2,2499.3,2322.8,4031.46,2354.7,2690.2,3017.6,2900,2589,2977.8,2426.6,2632.2,2702.2,2614.04,2609.7,2370.3,3043.4,2845.2,2848.8,3097.2,3498.8,3265.4,3008.9,2462.2
1681.92,5278.74,2748.96,2592.96,2572.42,3002.8,2799.4,2780.5,2364.3,2633.3,2582.44,3441.9,3010.5,3409.5,3438.5,3384.4,2948.9,2919.6,3083,3676.5,2442.74,3364,3291.6,3095.3,3276.7,3078.5,3217.4,2843.8,2541.2,2382.6,4023.9,2322.9,2670.5,3031.4,2907.6,2563.6,2980,2461.7,2660.9,2729.9,2631.06,2630,2455.8,3006.2,2869.6,2823.1,3041.2,3426.4,3284.4,3001.2,2456.9
1683.65,5140.4,2612.58,2477.86,2452.82,2904.6,2699.1,2662.2,2200.7,2513,2440.46,3271.3,2878.2,3244.5,3229,3224.1,2794.5,2778.5,2966,3489,2323.38,3286.8,3146.6,2945.7,3122,2919.6,3079.9,2670,2439.4,2252.7,3894.22,2259.6,2609.9,2923.4,2798.5,2484.4,2873.7,2318.2,2544.2,2596.2,2505.62,2520.5,2301.1,2899.7,2748.3,2672.3,2881.6,3264.9,3105.6,2880.8,2333.92
1685.39,5055.36,2547.08,2409.82,2400.48,2782.2,2648.7,2609.7,2160.2,2471.1,2372.56,3202.3,2834.6,3196,3173.2,3171.1,2758.6,2704.9,2866.1,3459.1,2259.92,3183.9,3095.4,2847.6,3049.6,2857.4,2971.8,2593.1,2405.9,2191.6,3841.14,2188.4,2521.5,2816.5,2693.9,2417.5,2780.1,2281.8,2494.7,2582.2,2450.58,2458.7,2242.7,2806.5,2644.2,2656.2,2854.4,3190.5,3017.6,2795.6,2291.72
1687.13,5042.06,2522.22,2393.4,2362.4,2738.4,2618.5,2610.6,2176.6,2424,2349.9,3164.1,2801.2,3167.8,3111.9,3078.7,2679,2661.4,2877.3,3449.4,2241.74,3176.3,3060.3,2855.7,3043.4,2802.3,2971.2,2627.6,2402.1,2170.5,3825.52,2176.5,2489.4,2809.1,2642.5,2394,2823.5,2275.2,2461.9,2529.7,2429.64,2419.1,2242,2788.3,2655.6,2610.1,2798,3174.9,2987.6,2766.9,2266.12
1688.86,5026.56,2474.76,2345.6,2332.58,2735.5,2589.9,2584.6,2112.5,2378.6,2326.16,3093.6,2760.6,3135.6,3070.3,3067.3,2650.5,2614.3,2813.3,3432.8,2200.14,3129,3046.4,2817.2,2992.4,2796.4,2881.8,2560.5,2355.9,2148.5,3767.7,2160.9,2479.5,2737.2,2627.2,2365.1,2722,2229.6,2438.8,2492,2408.6,2387.3,2245.3,2733.3,2578.7,2581.4,2757.5,3129.1,2974,2739.7,2226.18
1690.59,4979.86,2409.96,2312.16,2289.78,2700.4,2523.9,2508.6,2103.7,2341.9,2274.5,3021.4,2724,3039.1,3027.5,3025,2635.9,2572.9,2775.3,3372.5,2170.16,3071.4,2976.5,2745.2,2954.2,2755.5,2904.3,2497.7,2315.6,2081.6,3731.34,2098.3,2410.3,2673.8,2611.1,2332.6,2674.7,2178.5,2421.5,2464.5,2350.9,2296.6,2169.8,2732.8,2504.8,2510.7,2723.8,3066.1,2944.5,2704,2177.14
1692.33,4978.46,2424.26,2306.66,2276.68,2669,2550.6,2518.1,2059.4,2361.5,2275.84,3043.4,2683.1,3014.2,3013.9,2957,2611.1,2612.3,2725.3,3358.5,2177.68,3109.1,2958.4,2756.7,2985,2749.7,2857.9,2506.4,2249,2106.7,3719.34,2095.5,2440.4,2704.6,2569.2,2317.8,2683.6,2178.4,2405.1,2449.3,2353.26,2350.8,2177.3,2691.8,2508.7,2509.7,2685.6,3030.8,2899.6,2746.6,2184
1694.06,4979.98,2404.9,2297.8,2278.72,2644.5,2533.1,2497.2,2097.5,2329,2272.24,3024.2,2664,3035.3,2977,2942,2626.8,2561.4,2801.3,3327.7,2158.68,3051.1,2960.7,2742.3,2942.9,2749.7,2830.9,2521.6,2284.5,2119.3,3728.38,2092.9,2420.5,2661.1,2580.7,2297.3,2675.9,2177.4,2410.1,2443.5,2344.36,2312.5,2168.1,2705,2521.7,2485.4,2659,3010.8,2905.3,2705.6,2186.48
1695.79,4928.78,2388.6,2283.92,2266.84,2650.4,2502.2,2448,2049.1,2336.3,2239.58,2968.5,2714.9,2991.1,2980.6,2960.4,2564.8,2538,2742.9,3328.7,2138.46,3038.8,2896.7,2736.1,2910.2,2687.8,2813.1,2503.8,2247.2,2069.2,3694.36,2086.7,2425.5,2651.1,2564.2,2273.7,2606.9,2153.8,2396.1,2448.1,2313.34,2286.1,2177,2658.5,2480.8,2474.9,2653,3010.8,2868.7,2701.8,2149.7
1697.52,4932.58,2394.3,2278.52,2258.44,2597.2,2515.6,2494.4,2094.7,2320.5,2246.62,2980.4,2691,3003.3,2936.6,2898,2545.3,2545,2767.7,3281.8,2129.44,3056.4,2924.7,2735.2,2877.4,2713.8,2789,2480.3,2298.3,2067.1,3686.04,2113.1,2429.2,2629,2588.4,2268,2623.5,2175.7,2386.5,2448,2309.44,2295.3,2160,2640.7,2476.9,2490.5,2627.4,2966.3,2869.8,2673.5,2164.04
1699.25,4866.88,2329.04,2205.78,2194.18,2542.6,2457.6,2432.2,2000,2246,2176.48,2909.2,2640.3,2894.1,2894.8,2860,2496,2485.1,2655.2,3198.6,2071.9,3001.5,2818.2,2662.2,2833.7,2613.8,2726.9,2391.9,2218,1995.9,3605.44,2033.4,2328.6,2572,2534.9,2253.3,2562.9,2120,2320,2365.8,2270,2247.3,2091,2605.7,2419.4,2448.3,2610.5,2900.5,2791.8,2579.9,2089.9
1700.98,4860.48,2322.82,2217.02,2201.66,2537.8,2459.6,2412,2037.4,2252.4,2190.28,2893.4,2568.5,2894.5,2871.5,2853.2,2480.3,2459.7,2696,3173.9,2059.82,2942.9,2854,2700.3,2834.3,2606.5,2764.1,2442.7,2247.8,2033.9,3614.88,2068,2368.9,2551.3,2518.5,2237,2552.7,2128.3,2309.6,2374.4,2259.4,2224.7,2131.2,2588,2473.4,2394.2,2563.5,2855.8,2766.8,2616.1,2097.94
1702.71,4810.28,2270.3,2168.76,2158.6,2490.7,2387.7,2332.9,1937,2207.6,2127.2,2791.3,2510.8,2854.8,2785.9,2792.3,2457,2377.1,2606.4,3220,2016.12,2892.8,2815.9,2559.6,2798.3,2565.3,2712.3,2375.2,2184.5,2008.7,3557.44,1974.1,2310.7,2556.6,2484.9,2206.1,2531.2,2100.7,2254.8,2355.2,2230.76,2169,2065.9,2524.5,2370.8,2375.8,2520.7,2816,2732.3,2562,2055.32
1704.44,4819.14,2311.34,2188.56,2167.48,2506.8,2422.9,2393.4,1990.5,2233.3,2160.6,2880.7,2526.4,2879.7,2815.1,2820,2406.5,2420.6,2687.3,3185.2,2051.9,2922,2836.5,2606.5,2786.7,2606.3,2725.7,2408.2,2193.8,2030.7,3561.78,2013.7,2319.5,2567.3,2487.8,2219.8,2514.9,2115.6,2306.2,2367.5,2232.2,2250.5,2093.8,2580,2408.6,2364.3,2545,2853,2749,2617.2,2074.8
1706.17,4812.32,2246.34,2142.58,2121.36,2478.1,2380.2,2362.4,1971.2,2195.2,2106.94,2819,2505.5,2881.5,2753.2,2732.4,2423.9,2370.5,2609.5,3142.6,1997.74,2881.6,2828.8,2573.4,2775.2,2540.6,2666,2300.7,2175.9,1980,3529.2,1998.6,2271.9,2503.1,2454.4,2145.6,2475.4,2027.9,2277.2,2298.3,2200.38,2163.8,2069.6,2518.6,2349.8,2343.2,2485.5,2809.2,2664.5,2552.5,2049.76
1707.9,4721.04,2221.24,2101.04,2080.22,2441.2,2348,2337.7,1911.4,2120.7,2068.64,2768,2453.6,2800.8,2716.2,2715.6,2372.4,2327.7,2571.1,3100.1,1974.78,2852.8,2717.1,2548.1,2686.1,2494.1,2612.4,2313.6,2141.1,1953.7,3459.82,1955.6,2236.6,2449.4,2391.9,2125.3,2454,2017.8,2201.1,2263.4,2141.22,2123.4,2053.3,2481.4,2322.1,2260.5,2430.1,2737.4,2671.5,2489.7,2016.12
1709.62,4782.04,2242.3,2147.2,2126.68,2438.7,2384.3,2354.1,1950.5,2196.9,2109.46,2769.8,2472,2828.9,2726.8,2742.6,2433.9,2385.1,2615.6,3123.3,2000,2851.6,2740.7,2563.7,2752.2,2542.6,2633.8,2352.1,2156.2,1969,3519.84,1988.5,2282.2,2513.5,2400.5,2120.9,2475,2065.7,2261.1,2327.6,2175.68,2152.6,2046.2,2517,2313.3,2304.4,2471.8,2765.3,2682.7,2533.8,2036.1
1711.35,4854.2,2286.94,2202.94,2190.22,2503.9,2469.8,2438.5,2007,2267.1,2169.56,2852,2591.3,2876.2,2789.6,2797.7,2466.2,2436.4,2667,3206.7,2059.68,2903.2,2825.1,2607.6,2823.9,2568.4,2673.5,2402.2,2222.1,2046.9,3592.16,2047.7,2308.8,2532,2489.4,2208.1,2518.7,2130.5,2331.1,2377.2,2245.98,2197.5,2114.2,2581.5,2384.2,2396.9,2545.3,2839.3,2721.6,2571.1,2084.58
1713.07,4753.64,2222.16,2117.04,2102.74,2427.4,2366.6,2322.9,1938,2148.9,2077.1,2753.9,2491.3,2803.4,2707.8,2702.1,2376,2346.8,2545.2,3102.9,1970.28,2861.9,2789.1,2539,2714.7,2499.2,2610.2,2299.2,2144.1,2010.5,3473.32,1929.6,2232.9,2483.5,2394.4,2089.5,2476.8,2032.8,2218.5,2262.6,2176.16,2141.8,2026.8,2491.4,2305.2,2292.5,2430.6,2753.8,2575.5,2544,2004.96
1714.8,4828.4,2256.8,2163.48,2141.52,2489.5,2416.4,2388.2,1975.8,2187.1,2123.38,2804.3,2515.1,2857.8,2751.9,2785.2,2388.2,2422.7,2630.9,3184.9,2019.28,2910.1,2773.2,2576.7,2766.6,2566,2631.8,2380.3,2208.7,2043.1,3527.74,1995.7,2276.3,2509.5,2437.4,2141.2,2521.3,2079.2,2303,2303.3,2214.32,2159.9,2084.3,2527.3,2364.8,2328.8,2482.9,2791.6,2676.8,2554.3,2062.32
1716.52,4715.88,2187.34,2087.72,2063.38,2382.9,2327.8,2268.1,1895.5,2111.9,2057.98,2744.1,2414.4,2702.2,2640.3,2661.2,2373,2309.4,2551.4,3046,1945.54,2835.8,2694.7,2516.2,2691.9,2453.4,2585.8,2280,2104.4,1927.1,3452.62,1944.8,2242.5,2400.6,2366.1,2099.3,2432.8,1985.3,2216.1,2256.9,2132.78,2078.1,2029.5,2464.4,2309.1,2258.1,2395,2716.6,2577.1,2482.1,1973.8
1718.25,4699.48,2202.58,2103.44,2064.94,2390.3,2306.6,2323.9,1877.7,2155.5,2046.26,2721.3,2417.8,2736.9,2690.4,2662.9,2352.2,2312.9,2558.2,3063.8,1960.14,2819,2675.1,2501.4,2711.4,2496.6,2551,2329.4,2137.1,1972.4,3454.3,1957.7,2240.7,2435.8,2385.1,2100.7,2409.8,2013.6,2232.2,2276.1,2122.48,2072.8,2036.7,2437.5,2303.3,2269.9,2397.1,2712.4,2583.6,2467,1985.2
